CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG,SINONIMOS_ENG_CLEAN
261115,Diretor de redação,Diretor adjunto,Deputy director,deputy director
261120,Editor,"Editor assistente, Editor de área, Editor de arte, Editor de fotografia, Editor de imagem, Editor de rádio, Editor de web, Editor executivo","Assistant editor, area editor, art editor, photography editor, image editor, radio editor, web editor, executive editor",assistant editor area editor art editor photography editor image editor radio editor web editor executive editor
261125,Jornalista,"Assistente de editorial, Colunista, Colunista de jornal, Correspondente de jornal, Correspondente de línguas estrangeiras, Cronista, Diarista-em jornal, Diretor noticiarista, Editorialista, Jornalista exclusive empregador, Jornalista-empregador, Radiojornalista, Roteirista de jornal, Roteirista na imprensa","Editorial assistant, columnist, newspaper columnist, correspondent of foreign languages, chronicler, day newspaper, news director, editorialist, exclusive employer journalist, journalist-unemploying, radio-jornalist, newspaper writer, press writer, press writer, writer in the press.",editorial assistant columnist newspaper columnist correspondent foreign language chronicler day newspaper news director editorialist exclusive employer journalist journalistunemploying radiojornalist newspaper writer press writer press writer writer press
261130,Produtor de texto,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
261135,Repórter (exclusive rádio e televisão),"Repórter cinematográfico, Repórter correspondente, Repórter de área, Repórter de web, Repórter especial","Film reporter, corresponding reporter, area reporter, web reporter, special reporter",film reporter corresponding reporter area reporter web reporter special reporter
261140,Revisor de texto,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
261205,Bibliotecário,"Bibliógrafo, Biblioteconomista, Cientista de informação, Consultor de informação, Especialista de informação, Gerente de informação, Gestor de informação","Bibliographer, library, information scientist, information consultant, information expert, information manager, information manager",bibliographer library information scientist information consultant information expert information manager information manager
261210,Documentalista,"Analista de documentação, Especialista de documentação, Gerente de documentação, Supervisor de controle de processos documentais, Supervisor de controle documental, Técnico de documentação, Técnico em suporte de documentação","Documentation Analyst, Documentation Expert, Documentation Manager, Documentary Process Control Supervisor, Document Control Supervisor, Documentation Technician, Documentation Technician",documentation analyst documentation expert documentation manager documentary process control supervisor document control supervisor documentation technician documentation technician
261215,Analista de informações (pesquisador de informações de rede),Pesquisador de informações de rede,Network Information Researcher,network information researcher
261305,Arquivista,"Administrador de arquivos, Encarregado de serviço de arquivo médico e estatística, Especialista em documentação arquivística, Especialista em organização de arquivos, Gestor de documentos","File Administrator, MEDICAL AND STATISTICAL FILE SERVICE, Specialist in Archival Documentation, File Organization Specialist, Document Manager",file administrator medical statistical file service specialist archival documentation file organization specialist document manager
261310,Museólogo,"Especialista em conservação de acervos, Especialista em documentação museológica, Especialista em educação em museus, Especialista em museografia de exposição","Specialist in conservation of collections, specialist in museum documentation, expert in museum education, expert in exhibition museography",specialist conservation collection specialist museum documentation expert museum education expert exhibition museography
261405,Filólogo,"Crítico textual, Filólogo dicionarista","Textual critic, dictionary philologist",textual critic dictionary philologist
261410,Intérprete,"Intérprete comercial, Intérprete de comunicação eletrônica, Intérprete de conferência, Intérprete simultâneo, Tradutor simultâneo","Commercial interpreter, electronic communication interpreter, conference interpreter, simultaneous interpreter, simultaneous translator",commercial interpreter electronic communication interpreter conference interpreter simultaneous interpreter simultaneous translator
261415,Lingüista,"Lexicógrafo, Lexicólogo, Lingüista dicionarista, Terminógrafo, Terminólogo, Vocabularista","Lexicographer, lexicologist, dictionary linguist, terminus, terminologist, vocabulary",lexicographer lexicologist dictionary linguist terminus terminologist vocabulary
261420,Tradutor,"Tradutor de textos eletrônicos, Tradutor de textos escritos, Tradutor público juramentado","Translator of electronic texts, translator of written texts, sworn public translator",translator electronic text translator written text sworn public translator
261425,Intérprete de língua de sinais,"Guia-intérprete, Intérprete de libras, Intérprete educacional, Tradutor de libras, Tradutor-intérprete de libras","Guide-Intorprete, Interpreter of Libras, Educational Interpreter, Libras Translator, Libras Translator-Intreprene",guideintorprete interpreter libra educational interpreter libra translator libra translatorintreprene
261430,Audiodescritor,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
261505,Autor-roteirista,"Adaptador de obras para teatro, cinema e televisão, Argumentista-roteirista de história em quadrinhos, Autor-roteirista de cinema, Autor-roteirista de rádio, Autor-roteirista de teatro, Autor-roteirista de televisão, Autor-roteirista multimídia, Dramaturgista","Adapter of Works for Theater, Cinema and Television, Criterist-Rotener of Comics, Cinema Author, Radio Author, Screenwriter of Theater, Television Screenwriter, Multimedia Authorist, playwright",adapter work theater cinema television criteristrotener comic cinema author radio author screenwriter theater television screenwriter multimedia authorist playwright
