CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG
141410,Comerciante varejista,"Adegueiro, Adeleiro (comércio varejista), Alfarrabista (comércio varejista), Alheiro (comércio varejista), Alugador (comerciante varejista), Antiquário comércio varejista, Armarinheiro (comércio varejista), Armazenário (comércio varejista), Armeiro (comércio varejista), Arrozeiro (comércio), Aviador (comércio varejista), Bacalhoeiro, Baiuqueiro, Baleiro (exclusive no comércio ambulante), Barraconista, Barraqueiro (barracão comercial), Bauleiro, Bazareiro, Beiradeiro, Belchior, Bibliopola, Bodegueiro, Botequineiro, Bricabraquista, Bricabraquista - empregador, Cacaulista, Caga-sebista, Cantineiro (comércio varejista), Carniceiro, Carvoeiro - no comércio - empregador, Carvoeiro (comércio varejista), Chanfaneiro, Chapeleiro (comércio varejista), Charcuteiro - no comércio - conta própria, Charcuteiro (comércio varejista), Charqueador (comércio varejista), Charuteiro - no comércio - empregador, Charuteiro (comércio varejista), Chumbeiro (comércio varejista), Cigarreiro (comércio varejista), Comissário de transporte (comércio varejista), Cuteleiro  (comércio varejista), Diamantário (comércio varejista), Doceiro (exclusive no comércio ambulante), Dono de lavanderia automática - conta própria, Droguista (comércio varejista), Ervanário (comércio varejista), Estancieiro (comércio varejista), Ferrageiro (comércio varejista), Ferragista (comércio varejista), Florista (comércio varejista), Fornecedor, Fruteiro (comércio varejista), Galinheiro (exceto no comércio ambulante), Geleiro, Gerente de box de mercado público, Gerente de carrocerias (vendas a varejo), Gerente de casa de peixe, Gerente de editora, Gerente de farmácia, Gerente de granja, Herborista (comércio varejista), Inspetor geral (comércio de mercadorias a varejo), Inspetor regional (comércio de mercadorias a varejo), Joalheiro (comércio varejista), Lenheiro ( comércio varejista), Livreiro (comércio varejista), Locador de animais para lazer, Locador de barco para lazer, Locador de bicicletas para lazer, Locador de bóia para lazer, Locador de cadeira de praia, Locador de cadeira para festa, Locador de caiaque para lazer, Locador de eletrodomésticos, Locador de mesas para festa, Locador de móveis, Locador de patins para lazer, Locador de pedalinho para lazer, Locador de televisão, Locador (serviços de diversões), Lojista (comércio varejista), Madeireiro (comércio varejista), Maleiro (comércio varejista ), Merceeiro, Muladeiro (comércio varejista), Mulandeiro, Negociante (comércio varejista), Negociante (comércio varejista - empregador), Papeleiro (comércio varejista), Peixeiro (comércio varejista), Peleteiro (comércio varejista), Proprietário de casa funerária (comércio varejista), Proprietário de fliperama, Proprietário de jogos eletrônicos, Proprietário de lavanderia, Proprietário de lavanderia automática (comércio varejista), Proprietário de loja (comércio varejista), Proprietário de pebolim (comércio varejista), Proprietário de sinuquinha (comércio varejista), Proprietário de tinturaria (comércio varejista), Proprietário de totó (comércio varejista), Quitandeiro (comércio varejista), Relojoeiro (comércio varejista), Retalhista (comércio varejista), Sapateiro (comércio varejista), Seleiro (comércio varejista), Sócio proprietário (comércio  varejista), Sorveteiro (comércio varejista), Tintureiro lavagem de roupas (comércio varejista), Vendeiro (comércio varejista), Vidraceiro (comércio varejista), Vidraceiro de quadros e molduras (comércio varejista)","Adegueiro, Adeiro (retailer), a height (retail trade), alheiro (retail trade), rental (retailer trader), retailer antique shops, harsh (retail trade), storage (retailer trade), armory (retail trade), rice (retailer), riceCommerce), aviator (retail trade), cod, baiukeiro, backer (exclusive in street commerce), barconist, barnone (commercial barracks), baúbles, bazaar, bazaar, belchior, bibliopola, bodegueiro, botequinas, bricabraquista - employer, cacaulist, cacaulist, Caga -Sebista, Cantinheiro (Retail Trade), Carnifer, Carvoeiro - in Commerce - Employer, Carvoeiro (Retail Trade), Champier, Hatter (Retailer Trade), Charteiro - In Commerce - Own Account, Character (Retail Trade), Charqueador (Retailer Trade), Charuteiro - In Commerce - Employer, Charuate (retail trade), Chumbae (retail trade), cigarette (retail trade), transport commissioner (retail trade), tanker (retail trade), diamond (retail trade), doeiro(Exclusive in street commerce), owner of automatic laundry - own account, drugstore (retail trade), herb (retail trade), stanchier (retail trade), a freakier (retail trade), a Fergist (retail trade), florist (retail trade), Supplier, Frute (retail trade), chicken coop (except in street commerce), gallstroke, public market box manager, body manager (retail sales), fish house manager, editor manager, pharmacy manager, managerDe Granja, Herborist (retail trade), inspector General (retail goods), regional inspector (retail goods), jeweler (retail trade), leinheiro (retail trade), bookstore (retail trade), animal landlordFor leisure, leisure boat, bicycle landlord, leisure float, beach chair landlord, party chair, kayaking for leisure, home appliance landlord, party table landlord, landlordFurniture, Leisure Roller List, Leisure Lazer, Television Latery, Lister (Amusement Services), Shopkeeper (Retail Trade), Worse (Retail Commerce), Maleiro (Retail Trade), Merceiro, Muladeiro (Retail Commerce), Mulandeiro, dealer (retail trade), dealer (retailer - employer), a chatter (retail trade), fishm (retailer trade), peleactus (retail trade), owner of funeral home (retail trade), owner of arcade, ownerElectronic Games, Laundry Owner, Automatic Laundry Owner (Retail Trade), Store Owner (Retail Commerce), Peboolim Owner (Retail Trade), Sinuquinha Owner (Retail Trade), Dyes Owner (Retail Trade), Ownerde Totó (retailer), gall (retail trade), watchman (retail trade), retailer (retail trade), shoemaker (retail trade), select (retail trade), owner (retail trade), ice cream (retail trade),Dye La washing clothing (retail trade), salesman (retail trade), glazer (retail trade), cloak of paintings and frames (retail trade)"
141415,Gerente de loja e supermercado,"Administrador no comércio de mercadorias, Gerente de balconista, Gerente de empresas comerciais, Gerente de magazine, Gerente de mercearia, Gerente de papelaria, Gerente de posto de venda, Gerente de supermercado, Gerente de utilidades (operações comerciais), Gerente de varejo, Subchefe de loja (operações comerciais), Subgerente de loja (operações comerciais)","Administrator in Commerce Trade, Clerk Manager, Commercial Company Manager, Magazine Manager, Grocery Manager, Station Manager, Post Office Manager, Supermarket Manager, Utility Manager (Commercial Operations), Retail Manager, Subfoldstore (commercial operations), store subgreente (commercial operations)"
141420,Gerente de operações de serviços de assistência técnica,"Gerente de serviços de oficina (assistência técnica), Gerente de serviços e peças, Proprietário de oficina mecânica, Subgerente de oficina (assistência técnica)","Workshop Services Manager (Technical Assistance), Service and Parts Manager, Mechanical Workshop Owner, Workshop Subgherent (Technical Assistance)"
141505,Gerente de hotel,"Administrador de camping, Administrador de empresas de hospedagem, Administrador (serviço de hospedagem), Dono de hotel - conta própria, Dono de motel - conta própria, Gerente de apart hotel, Gerente de ecoresort, Gerente de estância, Gerente de hotel fazenda, Gerente de hotel residencial, Gerente de resort, Gerente de termas, Proprietário - nos serviços de alojamento - empregador, Proprietário - nos serviços de hospedagem - empregador, Proprietário de hotel - conta própria, Proprietário de hotel - empregador, Proprietário de motel - conta própria, Sócio-proprietário - nos serviços de alojamento - empregador, Sócio-proprietário - nos serviços de hospedagem - empregador, Sócio-proprietário de hotel - conta-própria, Sócio-proprietário de hotel - empregador, Sócio-proprietário de motel - conta própria, Sócio-proprietário de motel - empregador, Subgerente de hotel, Tecnólogo em hotelaria","Camping Administrator, Hosting Companies Administrator, Administrator (Hosting Service), Hotel Owner - Own Account, Motel Owner - Own Account, Apart Hotel Manager, Ecoresort Manager, Estancia Manager, Hotel Fazenda Manager, ManagerResidential Hotel, Resort Manager, Termas Manager, Owner - In Accommodation - Employer, Owner - In Hosting Services - Employer, Hotel Owner - Hotel Owner - Employer, Motel Owner - Own Account,Partner -owner - in accommodation - employer, partner -owner - in hosting services - employer, hotel owner - self -owner, partner of hotel - employer, partner of motel - own account, partner, partner- Motel Proprietary - Employer, Hotel Deputy Hotel, Hospitality Technologist"
141510,Gerente de restaurante,"Administrador de refeitório, Administrador de restaurante, Assistente de direção de restaurante, Coordenador de restaurante, Coordenador de vendas (restaurante), Gerente de cantina, Proprietário - nos serviços de alimentação - empregador, Proprietário de restaurante - empregador, Proprietário no serviço de alimentação - conta própria, Sócio proprietário - no serviço de alimentação - conta própria, Sócio proprietário - no serviço de alimentação - empregador, Sócio proprietário de restaurante - conta própria, Sócio proprietário de restaurante - empregador, Subgerente de restaurante","Refectory Administrator, Restaurant Administrator, Restaurant Management Assistant, Restaurant Coordinator, Sales Coordinator (Restaurant), Cantina Manager, Owner - In Food Services - Employer, Restaurant Owner - Employer, Owner at Food Service -Own Account, Owner Partner - In the Food Service - Own Account, Owner Partner - In Food Service - Employer, Restaurant Owner Partner - Own Account, Restaurant Owner - Employer, Restaurant Underground,"
141515,Gerente de bar,"Gerente administrativo de lanchonete, Gerente de bar, cantina e restaurante, Gerente de bar e lanchonete, Gerente de salão de café, Proprietário de bar - empregador, Proprietário de bar, lanchonete, restaurante - conta própria, Proprietário de lanchonete - empregador, Sócio proprietário de bar - empregador, Sócio proprietário de bar, lanchonete - conta própria, Sócio proprietário de lanchonete - empregador, Taverneiro","Administrative Manager of Lanchonete, Bar Manager, Canteen and Restaurant, Bar and Lanchonete Manager, Coffee Salon Manager, Bar Owner - Employer, Bar Owner, Lanchonete, Restaurant - Own Account, Lanchonete Owner - Employer, Owner PartnerDe Bar - Employer, Bar Owner, Lanchonete - Own Account, Lanchonete Owner - Employer, Tavernneiro"
141520,Gerente de pensão,"Dono de pensão - conta própria, Dono de pensão - empregador, Estalageiro, Gerente de  albergue, Gerente de pensionato, Gerente de pousada, Proprietário de pensão - conta própria, Proprietário de pensão - empregador, Sócio proprietário de pensão, Sócio proprietário de pensão - conta própria","Pension Owner - Own Account, Pension Owner - Employer, Employment, Hostel Manager, Pension Manager, Pousada Manager, Pension Owner - Own Account, Pension Owner - Employer, Puisher Partner, Pentery Partner - Pension -own account"
141525,Gerente de turismo,"Gerente de operações de turismo, Gerente de produtos de turismo, Gerente operacional de turismo, Tecnólogo em gestão de turismo","Tourism Operations Manager, Tourism Product Manager, Tourism Operational Manager, Tourism Management Technologist"
141605,Gerente de operações de transportes,"Agente de navio - no transporte marítimo, Encarregado de operação de porto, Gerente de frota, Gerente de operações e transportes, Gerente de tráfego, Gerente de transportes, Gerente técnico operacional de transporte, Subgerente nos transportes","Ship Agent - In Maritime Transport, Porto Operation Operation, Fleet Manager, Operations and Transport Manager, Traffic Manager, Transport Manager, Transport Operational Technical Manager, Deputy Transportation"
141610,Gerente de operações de correios e telecomunicações,"Gerente de assistência técnica nas operações de correios e telecomunicações, Gerente de correio expresso - internacional, Gerente de encomendas nas operações de correios e telecomunicações, Gerente de operações e manutenção nos sistemas de correios e telecomunicações, Gerente de rede nas operações de correios e telecomunicações, Gerente de serviços operacionais de correios e telecomunicações, Gerente de suporte operacional de correios e telecomunicações, Gerente técnico nas operações de correios e telecomunicações","Technical Assistance Manager in Post and Telecommunications Operations, Expression - International Mail Manager, Orders Manager in Post and Telecommunications Operations, Operations Manager and Maintenance Manager in Post and Telecommunications Systems, Network Manager in Post and Telecommunications Operations,Post and Telecommunications Operational Services Manager, Post and Telecommunications Operational Support Manager, Technical Manager in Post Operations and Telecommunications"
141615,Gerente de logística (armazenagem e distribuição),"Gerente de armazém, Gerente de depósito, Gerente de distribuição de mercadorias, Gerente de movimentação de materiais, Gerente de recebimento e expedição de materiais","Warehouse Manager, Deposit Manager, Goods Distribution Manager, Materials Movement Manager, Receipt Manager and Materials Expedition"
